name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,recipe
Vada,"Urad dal, ginger, curry leaves, green chilies, black pepper",vegetarian,15,20,spicy,snack,-1,South,"Step 1: Gather all ingredients - Urad dal, ginger, curry leaves, green chilies, black pepper. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Vada) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Chicken Varuval,"Meat curry powder, chicken chunks, ginger, tomato, cinnamon",non vegetarian,10,35,spicy,main course,Tamil Nadu,South,"Step 1: Chop all vegetables and prepare Meat curry powder, chicken chunks, ginger, tomato, cinnamon. Step 2: Cook the main ingredient (Chicken Varuval) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Upma,"Chana dal, urad dal, ginger, curry leaves, sugar",vegetarian,10,20,spicy,snack,-1,-1,"Step 1: Chop all vegetables and prepare Chana dal, urad dal, ginger, curry leaves, sugar. Step 2: Cook the main ingredient (Upma) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Amti,"Kala masala, arhar dal, curry leaves, mustard seeds, hot water",vegetarian,10,45,spicy,main course,Maharashtra,West,"Step 1: Gather all ingredients - Kala masala, arhar dal, curry leaves, mustard seeds, hot water. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Amti) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Zunka,"Gram flour, mustard, garlic, turmeric, red chilli",vegetarian,10,25,spicy,main course,Maharashtra,West,"Step 1: Chop all vegetables and prepare Gram flour, mustard, garlic, turmeric, red chilli. Step 2: Cook the main ingredient (Zunka) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Kolim Jawla,"Baingan, fish, coconut oil, fresh coconut, ginger",non vegetarian,-1,-1,spicy,main course,Maharashtra,West,"Step 1: Gather all ingredients - Baingan, fish, coconut oil, fresh coconut, ginger. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Kolim Jawla) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Saath,"Urad dal, potatoes, wheat flour, sooji",vegetarian,20,40,spicy,main course,Gujarat,West,"Step 1: Chop all vegetables and prepare Urad dal, potatoes, wheat flour, sooji. Step 2: Cook the main ingredient (Saath) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Bajri no rotlo,"Wheat flour, pearl millet flour, hot water",vegetarian,10,10,spicy,main course,Gujarat,West,"Step 1: Chop all vegetables and prepare Wheat flour, pearl millet flour, hot water. Step 2: Cook the main ingredient (Bajri no rotlo) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Coconut vadi,"Condensed milk, mawa, desiccated coconut, almonds, cashews",vegetarian,20,30,sweet,dessert,Maharashtra,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Condensed milk, mawa, desiccated coconut, almonds, cashews). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Coconut vadi!"
Bhakri,"Jowar flour, sesame seeds",vegetarian,20,25,-1,main course,Maharashtra,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Jowar flour, sesame seeds). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Bhakri!"
Bombil fry,"Bombay duck, malvani masala, rice flour, bombay rava, green chilies",non vegetarian,-1,-1,spicy,main course,Maharashtra,West,"Step 1: Gather all ingredients - Bombay duck, malvani masala, rice flour, bombay rava, green chilies. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Bombil fry) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Chakali,"Rice flour, sesame, plain flour, turmeric, red chilli",vegetarian,10,40,spicy,snack,Maharashtra,West,"Step 1: Chop all vegetables and prepare Rice flour, sesame, plain flour, turmeric, red chilli. Step 2: Cook the main ingredient (Chakali) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Chevdo,"Citric acid, fry, raisins, sugar, chana daal",vegetarian,20,30,spicy,snack,Gujarat,West,"Step 1: Gather all ingredients - Citric acid, fry, raisins, sugar, chana daal. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Chevdo) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Chorafali,"Urad dal, bengal gram flour, dried mango, baking soda, black salt",vegetarian,5,15,spicy,snack,Gujarat,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Urad dal, bengal gram flour, dried mango, baking soda, black salt). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Chorafali!"
Copra paak,"Condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut",vegetarian,20,30,-1,main course,Gujarat,West,"Step 1: Gather all ingredients - Condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Copra paak) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Daal Dhokli,"Whole wheat flour, dal, kokum, gur, bengal gram flour",vegetarian,20,30,spicy,main course,Gujarat,West,"Step 1: Gather all ingredients - Whole wheat flour, dal, kokum, gur, bengal gram flour. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Daal Dhokli) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Kutchi dabeli,"Pav, aloo, peanut, pomegranate, star anise",vegetarian,30,10,spicy,snack,Gujarat,West,"Step 1: Chop all vegetables and prepare Pav, aloo, peanut, pomegranate, star anise. Step 2: Cook the main ingredient (Kutchi dabeli) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Dahi vada,"Urad dal, bhuna chana, garam masala, dates, tamarind",vegetarian,30,30,-1,snack,Maharashtra,West,"Step 1: Chop all vegetables and prepare Urad dal, bhuna chana, garam masala, dates, tamarind. Step 2: Cook the main ingredient (Dahi vada) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Dalithoy,"Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli",vegetarian,5,20,-1,main course,Maharashtra,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Dalithoy!"
Dhokla,"Rava, coconut, gram flour, mustard, sesame",vegetarian,10,20,spicy,snack,Gujarat,West,"Step 1: Gather all ingredients - Rava, coconut, gram flour, mustard, sesame. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Dhokla) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Dudhi halwa,"Bottle gourd, green, raisins, sugar, clarified butter",vegetarian,15,30,sweet,dessert,Gujarat,West,"Step 1: Gather all ingredients - Bottle gourd, green, raisins, sugar, clarified butter. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Dudhi halwa) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Gatta curry,"Yogurt, besan, sauce, garam masala powder, gram flour",vegetarian,10,20,spicy,main course,Rajasthan,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Yogurt, besan, sauce, garam masala powder, gram flour). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Gatta curry!"
Gud papdi,"Wheat flour, jaggery, clarified butter, sliced almonds",vegetarian,10,20,sweet,dessert,Gujarat,West,"Step 1: Chop all vegetables and prepare Wheat flour, jaggery, clarified butter, sliced almonds. Step 2: Cook the main ingredient (Gud papdi) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Ghooghra,"Dry fruits, semolina, all purpose flour",vegetarian,-1,-1,spicy,snack,Gujarat,West,"Step 1: Chop all vegetables and prepare Dry fruits, semolina, all purpose flour. Step 2: Cook the main ingredient (Ghooghra) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Handwo,"Bottle gourd, chana dal, cabbage, urad dal, toor dal",vegetarian,20,30,spicy,snack,Gujarat,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Bottle gourd, chana dal, cabbage, urad dal, toor dal). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Handwo!"
Halvasan,"Whole wheat rava, chia seed, lemon, edible gum, litre milk",vegetarian,-1,-1,sweet,dessert,Gujarat,West,"Step 1: Chop all vegetables and prepare Whole wheat rava, chia seed, lemon, edible gum, litre milk. Step 2: Cook the main ingredient (Halvasan) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Jeera Aloo,"Green chilies, lemon juice, chili powder, boiled potatoes",vegetarian,10,30,spicy,main course,Gujarat,West,"Step 1: Gather all ingredients - Green chilies, lemon juice, chili powder, boiled potatoes. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Jeera Aloo) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Kansar,"Wheat flour, cashews, rapeseed oil",vegetarian,10,40,-1,main course,Gujarat,West,"Step 1: Gather all ingredients - Wheat flour, cashews, rapeseed oil. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Kansar) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Keri no ras,"Mango, sugar",vegetarian,10,10,sour,main course,Gujarat,West,"Step 1: Chop all vegetables and prepare Mango, sugar. Step 2: Cook the main ingredient (Keri no ras) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Khakhra,"Whole wheat flour, low fat, bengal gram flour",vegetarian,20,40,spicy,snack,Gujarat,West,"Step 1: Gather all ingredients - Whole wheat flour, low fat, bengal gram flour. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Khakhra) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Khandvi,"Green chili paste, white sesame seeds, gram flour, curry leaves, green chili",vegetarian,20,45,spicy,snack,Gujarat,West,"Step 1: Chop all vegetables and prepare Green chili paste, white sesame seeds, gram flour, curry leaves, green chili. Step 2: Cook the main ingredient (Khandvi) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Kombdi vade,"Rice flour, urad dal, wheat flour, gram flour, turmeric",vegetarian,10,25,spicy,snack,Maharashtra,West,"Step 1: Chop all vegetables and prepare Rice flour, urad dal, wheat flour, gram flour, turmeric. Step 2: Cook the main ingredient (Kombdi vade) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Laapsi,"Cinnamon, jaggery, clarified butter, dry roasted",vegetarian,10,40,spicy,main course,Madhya Pradesh,Central,"Step 1: Gather all ingredients - Cinnamon, jaggery, clarified butter, dry roasted. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Laapsi) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Koshimbir,"Cucumber, carrot, tomatoes, cilantro",vegetarian,10,10,spicy,main course,Maharashtra,West,"Step 1: Chop all vegetables and prepare Cucumber, carrot, tomatoes, cilantro. Step 2: Cook the main ingredient (Koshimbir) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Methi na Gota,"Rava, gram flour, lemon juice, turmeric, fenugreek leaves",vegetarian,15,30,bitter,main course,Gujarat,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Rava, gram flour, lemon juice, turmeric, fenugreek leaves). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Methi na Gota!"
Mohanthal,"Rose water, pistachio, badam, bengal gram flour, saffron",vegetarian,5,45,sweet,dessert,Gujarat,West,"Step 1: Gather all ingredients - Rose water, pistachio, badam, bengal gram flour, saffron. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Mohanthal) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Muthiya,"Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour",vegetarian,15,30,bitter,snack,Gujarat,West,"Step 1: Chop all vegetables and prepare Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour. Step 2: Cook the main ingredient (Muthiya) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Patra,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",vegetarian,10,40,spicy,snack,Gujarat,West,"Step 1: Gather all ingredients - Arbi ke patte, sesame seeds, gur, bengal gram flour, imli. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Patra) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Pav Bhaji,"Pav bhaji masala, gobi, potatoes, green peas, dinner rolls",vegetarian,20,40,spicy,main course,Maharashtra,West,"Step 1: Gather all ingredients - Pav bhaji masala, gobi, potatoes, green peas, dinner rolls. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Pav Bhaji) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Puri Bhaji,"Aloo, urad dal, mustard, ginger, curry leaves",vegetarian,10,30,spicy,main course,Maharashtra,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Aloo, urad dal, mustard, ginger, curry leaves). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Puri Bhaji!"
Sabudana Khichadi,"Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili",vegetarian,70,30,spicy,snack,Maharashtra,West,"Step 1: Gather all ingredients - Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Sabudana Khichadi) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Sev khamani,"Khaman, pomegranate, sev, powdered sugar, garlic",vegetarian,20,30,spicy,main course,Gujarat,West,"Step 1: Chop all vegetables and prepare Khaman, pomegranate, sev, powdered sugar, garlic. Step 2: Cook the main ingredient (Sev khamani) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Sev tameta,"Sev, ginger, tomato, sugar",vegetarian,20,30,spicy,main course,Gujarat,West,"Step 1: Gather all ingredients - Sev, ginger, tomato, sugar. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Sev tameta) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Namakpara,"Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil",vegetarian,10,35,spicy,snack,Gujarat,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Namakpara!"
Sukhdi,"Whole wheat flour, gur, clarified butter",vegetarian,10,20,sweet,dessert,Maharashtra,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Whole wheat flour, gur, clarified butter). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Sukhdi!"
Surnoli,"Rice flakes, yogurt, raw rice, jaggery, grated coconut",vegetarian,60,10,spicy,snack,Maharashtra,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Rice flakes, yogurt, raw rice, jaggery, grated coconut). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Surnoli!"
Thalipeeth,"Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds",vegetarian,25,30,spicy,main course,Maharashtra,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Thalipeeth!"
Undhiyu,"Sweet potato, surti papdi, baby potatoes, valor papdi, green peas",vegetarian,25,60,spicy,main course,Gujarat,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Sweet potato, surti papdi, baby potatoes, valor papdi, green peas). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Undhiyu!"
Veg Kolhapuri,"Gobi, potato, beans, khus khus, coconut",vegetarian,20,30,spicy,main course,Maharashtra,West,"Step 1: Gather all ingredients - Gobi, potato, beans, khus khus, coconut. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Veg Kolhapuri) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Vindaloo,"Chicken, coconut oil, wine vinegar, ginger, green, cinnamon",non vegetarian,10,40,spicy,main course,Goa,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Chicken, coconut oil, wine vinegar, ginger, green, cinnamon). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Vindaloo!"
Lilva Kachori,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour",vegetarian,30,6,spicy,snack,Gujarat,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Lilva Kachori!"
Mag Dhokli,"Moong beans, jaggery, red chillies, oil, salt",vegetarian,-1,-1,spicy,snack,Gujarat,West,"Step 1: Chop all vegetables and prepare Moong beans, jaggery, red chillies, oil, salt. Step 2: Cook the main ingredient (Mag Dhokli) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Khichu,"Rice flour, sesame seeds, baking soda, peanut oil",vegetarian,5,10,spicy,snack,Gujarat,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Rice flour, sesame seeds, baking soda, peanut oil). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Khichu!"
Thepla,"Chickpea flour, methi leaves, jowar flour, wheat flour",vegetarian,15,30,spicy,snack,Gujarat,West,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Chickpea flour, methi leaves, jowar flour, wheat flour). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Thepla!"
Farsi Puri,"Semolina, clarified butter, oil, white flour, black pepper",vegetarian,-1,-1,-1,snack,Gujarat,West,"Step 1: Gather all ingredients - Semolina, clarified butter, oil, white flour, black pepper. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Farsi Puri) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Khaman,"Yogurt, fresh coconut, sesame seeds, semolina, gram flour",vegetarian,10,20,spicy,snack,Gujarat,West,"Step 1: Gather all ingredients - Yogurt, fresh coconut, sesame seeds, semolina, gram flour. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Khaman) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Turiya Patra Vatana sabji,"Ridge gourd, baking soda, sugar, grated coconut, peas",vegetarian,35,40,spicy,main course,Gujarat,West,"Step 1: Gather all ingredients - Ridge gourd, baking soda, sugar, grated coconut, peas. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Turiya Patra Vatana sabji) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Churma Ladoo,"Whole wheat flour, khus khus, sesame seeds, dry coconut, gur",vegetarian,12,40,sweet,dessert,Rajasthan,West,"Step 1: Gather all ingredients - Whole wheat flour, khus khus, sesame seeds, dry coconut, gur. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Churma Ladoo) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Cheera Doi,"Rice, mango, curd",vegetarian,-1,-1,sweet,dessert,West Bengal,East,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Rice, mango, curd). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Cheera Doi!"
Gheela Pitha,"Sticky rice, rice flour, jaggery, orange rind",vegetarian,10,30,sweet,dessert,Assam,North East,"Step 1: Gather all ingredients - Sticky rice, rice flour, jaggery, orange rind. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Gheela Pitha) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Khar,"Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds",vegetarian,10,20,-1,main course,Assam,North East,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Khar!"
Kumol Sawul,"Rice, eggs, carrot, beetroot",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Step 1: Gather all ingredients - Rice, eggs, carrot, beetroot. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Kumol Sawul) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Luchi,"Maida, vegetable oil",vegetarian,20,30,-1,main course,West Bengal,East,"Step 1: Gather all ingredients - Maida, vegetable oil. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Luchi) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Alu Pitika,"Potatoes, mustard oil, fish, green chillies",non vegetarian,5,20,spicy,main course,Assam,North East,"Step 1: Gather all ingredients - Potatoes, mustard oil, fish, green chillies. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Alu Pitika) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Masor tenga,"Ridge gourd, fish, lemon, tomatoes, mustard oil",non vegetarian,15,25,spicy,main course,Assam,North East,"Step 1: Chop all vegetables and prepare Ridge gourd, fish, lemon, tomatoes, mustard oil. Step 2: Cook the main ingredient (Masor tenga) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Bengena Pitika,"Brinjal, onions, salt, sesame seeds, coriander",vegetarian,-1,-1,-1,main course,Assam,North East,"Step 1: Gather all ingredients - Brinjal, onions, salt, sesame seeds, coriander. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Bengena Pitika) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Bilahi Maas,"Potatoes, garam masala, tomatoes, mustard oil, bay leaf",non vegetarian,10,20,-1,main course,Assam,North East,"Step 1: Chop all vegetables and prepare Potatoes, garam masala, tomatoes, mustard oil, bay leaf. Step 2: Cook the main ingredient (Bilahi Maas) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Black rice,"Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder",non vegetarian,-1,-1,-1,main course,Manipur,North East,"Step 1: Chop all vegetables and prepare Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder. Step 2: Cook the main ingredient (Black rice) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Bora Sawul,"Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds",vegetarian,-1,-1,spicy,main course,Assam,North East,"Step 1: Gather all ingredients - Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Bora Sawul) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Brown Rice,"Brown rice, soy sauce, olive oil",vegetarian,15,25,-1,main course,-1,-1,"Step 1: Gather all ingredients - Brown rice, soy sauce, olive oil. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Brown Rice) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Chingri malai curry,"Coconut milk, lobster, fresh green chilli, ginger, red onion",non vegetarian,10,40,spicy,main course,West Bengal,East,"Step 1: Chop all vegetables and prepare Coconut milk, lobster, fresh green chilli, ginger, red onion. Step 2: Cook the main ingredient (Chingri malai curry) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Goja,"Baking soda, clarified butter, oil, all purpose flour",vegetarian,20,60,sweet,dessert,West Bengal,East,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Baking soda, clarified butter, oil, all purpose flour). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Goja!"
Hando Guri,"Jaggery, raisins",vegetarian,-1,-1,sweet,dessert,Assam,North East,"Step 1: Chop all vegetables and prepare Jaggery, raisins. Step 2: Cook the main ingredient (Hando Guri) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Haq Maas,"Lamb, garam masala powder, curd, turmeric, bay leaf",non vegetarian,20,40,spicy,main course,Assam,North East,"Step 1: Chop all vegetables and prepare Lamb, garam masala powder, curd, turmeric, bay leaf. Step 2: Cook the main ingredient (Haq Maas) with spices. Step 3: Simmer for 10 minutes. Step 4: Garnish and serve hot."
Chingri Bhape,"Coconut, prawns, curd, mustard seed, green chili",non vegetarian,15,30,-1,main course,West Bengal,East,"Step 1: Gather all ingredients - Coconut, prawns, curd, mustard seed, green chili. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Chingri Bhape) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Kabiraji,"Fish fillet, besan, lemon, mint, ginger",non vegetarian,-1,-1,spicy,main course,West Bengal,East,"Step 1: Gather all ingredients - Fish fillet, besan, lemon, mint, ginger. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Kabiraji) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Khorisa,"Fermented bamboo shoot, potato, ginger, green, mustard oil",vegetarian,-1,-1,spicy,main course,Assam,North East,"Step 1: Gather all ingredients - Fermented bamboo shoot, potato, ginger, green, mustard oil. Step 2: Heat oil in a pan. Step 3: Add chopped onions and cook until golden brown. Step 4: Add spices and mix well. Step 5: Add the main ingredient (Khorisa) and cook for 15-20 minutes. Step 6: Serve hot and enjoy!"
Koldil Chicken,"Banana flower, chicken, green chili, mustard oil, lemon juice",non vegetarian,-1,-1,spicy,main course,Assam,North East,"Step 1: Wash and soak ingredients as needed. Step 2: Cook with traditional spices (Banana flower, chicken, green chili, mustard oil, lemon juice). Step 3: Let it simmer until flavors blend. Step 4: Enjoy the delicious Koldil Chicken!"
